,zn,E_HFB,E_PNP,E_PNPAMP
862,"[58, 116]",1283.360015,1284.80080445,1287.6773886
863,"[48, 88]",1076.69167658,1078.11244551,1080.08864802
864,"[94, 168]",1870.40715739,1872.15227279,1874.95105045
865,"[48, 118]",1075.17434881,1075.92747419,1078.39158081
866,"[74, 90]",1296.94440587,1298.29361898,1300.37533126
867,"[96, 150]",1816.92705267,1818.18760115,1820.51977173
868,"[56, 90]",1190.62185705,1191.12765468,1193.98698248
869,"[92, 178]",1876.54361105,1878.32530579,1880.56991426
870,"[108, 196]",2069.22431096,2070.84849755,2074.18172655
871,"[72, 180]",1529.21832873,1531.18217293,1533.62895815
872,"[32, 52]",705.93273774,707.11558051,709.71670978
873,"[66, 140]",1437.99790931,1439.7771782,1443.55444681
874,"[60, 70]",1064.46896603,1065.29124734,1068.10810308
875,"[34, 74]",779.79427898,780.62143832,783.66577768
876,"[58, 118]",1285.27624292,1286.72213121,1289.5187671
877,"[80, 128]",1613.03534259,1614.07923941,1615.6004767
878,"[66, 70]",1069.73664612,1070.74958679,1074.08710001
879,"[96, 128]",1666.33426658,1668.2266212,1670.88723792
880,"[52, 72]",1045.16789931,1045.88912685,1048.62138967
881,"[104, 148]",1832.91051785,1833.48247791,1836.10031277
882,"[94, 170]",1876.37250584,1878.08261807,1880.82360844
883,"[44, 68]",937.69258703,939.17654563,941.79703911
884,"[74, 124]",1532.72587223,1533.88637118,1536.48876272
885,"[72, 144]",1543.86320409,1545.46781977,1547.97279627
886,"[58, 92]",1219.87086229,1220.93503162,1223.58285327
887,"[38, 68]",850.63000967,851.55803243,854.36973364
888,"[44, 74]",966.39039601,967.82609713,970.01978992
889,"[46, 88]",1040.4208556,1041.92970356,1043.85855732
890,"[110, 160]",1926.9354127,1927.88500441,1930.70842582
891,"[56, 64]",989.73694657,991.01888792,994.05322529
892,"[90, 192]",1857.76422947,1859.51689629,1861.72216219
893,"[70, 82]",1215.0416982,1216.51711286,1218.73525308
894,"[26, 54]",600.256227,601.58148802,603.47967028
895,"[58, 66]",1016.47879675,1017.86044262,1020.87115877
896,"[24, 56]",551.09763938,552.55622776,554.49690864
897,"[96, 156]",1844.56651057,1846.00434698,1848.57438674
898,"[58, 84]",1177.70275663,1179.34017754,1181.57555882
899,"[92, 140]",1741.56633649,1742.09402287,1744.62835701
900,"[74, 174]",1579.67959479,1581.35808413,1583.83992935
901,"[92, 170]",1855.99813978,1857.54201287,1860.24820817
902,"[42, 62]",880.38087536,881.49592686,884.19658632
903,"[66, 76]",1138.83198933,1140.38683555,1143.23322904
904,"[20, 36]",448.0691448,448.66105588,449.95223223
905,"[102, 148]",1828.93779711,1829.78956333,1832.99510399
906,"[72, 130]",1523.55506778,1525.56098812,1527.66675477
907,"[104, 160]",1910.38441352,1910.82739843,1913.4186967
908,"[104, 164]",1929.99788036,1931.24374478,1933.89999471
909,"[98, 176]",1932.90753542,1934.65345481,1936.95182806
910,"[78, 130]",1597.12190155,1598.57706246,1600.62474371
911,"[50, 122]",1123.72852532,1124.29125082,1126.53278454
912,"[86, 190]",1799.05639913,1800.53054664,1802.40417086
913,"[52, 112]",1167.04636232,1168.63181622,1171.32865685
914,"[84, 126]",1633.37074207,1634.06379077,1635.72244704
915,"[60, 92]",1240.7325942,1241.24185547,1244.153978
916,"[106, 150]",1850.29013919,1851.34871233,1853.77867002
917,"[64, 70]",1069.36930524,1070.83334239,1074.1566175
918,"[82, 146]",1682.59698421,1684.40102598,1686.79070512
919,"[104, 154]",1874.76684322,1875.27729931,1877.85105771
920,"[40, 58]",835.0876604,836.42696787,839.14595519
921,"[52, 80]",1105.03969,1106.13682313,1108.20664201
922,"[60, 102]",1284.84332382,1285.43995094,1288.2385155
923,"[98, 188]",1959.69390657,1961.50484957,1963.54802182
924,"[58, 86]",1188.68381529,1190.16754249,1192.57695115
925,"[108, 194]",2064.41345046,2065.84680722,2068.15564521
926,"[84, 116]",1551.34703343,1551.9578829,1554.52144119
927,"[40, 42]",692.9268036,693.30301423,695.67802774
928,"[32, 50]",697.79163476,698.90023828,701.78103583
929,"[70, 134]",1500.32970431,1502.19921733,1504.37001573
930,"[42, 74]",935.17177474,936.48589127,938.94180644
931,"[76, 152]",1615.37275904,1616.97878082,1619.38741491
932,"[34, 36]",596.8523283,597.33481278,600.57098728
933,"[70, 182]",1479.59220419,1481.74239737,1483.9413938
934,"[42, 86]",961.9448513,963.11494261,965.0957136
935,"[58, 74]",1096.33118108,1097.98143177,1100.8418159
936,"[54, 122]",1210.43993455,1212.04231839,1214.44816334
937,"[86, 146]",1724.3335519,1725.8175614,1728.25717087
938,"[54, 92]",1171.9919442,1173.14160393,1175.89581975
939,"[88, 130]",1666.55448485,1667.27361916,1670.34364354
940,"[46, 82]",1035.27444813,1036.07428282,1037.86992464
941,"[66, 144]",1439.40289723,1441.17788032,1443.53937298
942,"[40, 80]",918.01747378,918.69607361,920.88894774
943,"[80, 158]",1681.7927727,1683.77172952,1686.25004087
944,"[84, 132]",1656.74276901,1657.56137223,1659.46344502
945,"[66, 98]",1326.28894349,1327.14935959,1330.02019503
946,"[62, 140]",1361.11420395,1362.79449015,1365.14560473
947,"[82, 144]",1677.4995276,1678.42411992,1681.02951154
948,"[98, 156]",1857.83857079,1859.15649716,1861.61340728
949,"[98, 146]",1803.50167754,1804.00694812,1806.51351118
950,"[70, 100]",1367.71744067,1368.59658815,1371.54398712
951,"[42, 72]",928.16580848,929.12548915,931.49494446
952,"[64, 68]",1044.73679727,1046.29213595,1049.47522383
953,"[44, 78]",983.9747441,985.46628025,987.46861867
954,"[110, 188]",2062.58412958,2064.68024077,2066.94129088
955,"[66, 132]",1435.79308886,1437.86749981,1440.13720114
956,"[80, 184]",1702.8241901,1703.60261859,1705.41044221
957,"[56, 92]",1197.9760433,1198.56652713,1201.40446076
958,"[74, 112]",1470.3481443,1471.46738678,1474.64311894
959,"[70, 84]",1232.11334382,1234.00816985,1236.48001204
960,"[84, 186]",1772.86831962,1773.94760521,1775.0724731
961,"[96, 180]",1925.54036197,1927.19440746,1929.35796289
962,"[98, 178]",1939.53028079,1941.12954394,1942.9962027
963,"[86, 164]",1772.64009028,1774.10886017,1776.57537108
964,"[38, 44]",705.77401061,707.00597659,709.66077293
965,"[88, 124]",1628.40929303,1630.00280954,1632.0768818
966,"[38, 54]",791.22417609,792.41401395,795.17668014
967,"[54, 110]",1205.49348011,1206.89231404,1209.66139465
968,"[78, 134]",1606.52702903,1608.19275127,1610.42902013
969,"[32, 80]",727.26991514,729.0303719,731.62796693
970,"[24, 24]",410.15623052,410.3426935,412.77152739
971,"[74, 122]",1522.57567922,1524.04093433,1526.84509674
972,"[102, 158]",1889.82599638,1891.15091078,1893.76401541
973,"[28, 36]",558.52167587,559.3271642,562.50079739
974,"[68, 144]",1476.27264899,1477.97857172,1480.39745656
975,"[94, 158]",1837.66556819,1839.44403318,1841.96711551
976,"[78, 160]",1653.80299013,1655.47700093,1658.11479564
977,"[10, 20]",209.78941438,210.01424043,211.88038967
978,"[48, 100]",1084.18237076,1085.6246266,1088.11523478
979,"[54, 116]",1208.31821489,1209.70772064,1212.41088807
980,"[74, 126]",1542.41755857,1543.79830903,1545.64148008
981,"[66, 138]",1437.10661419,1438.92123141,1441.31523363
982,"[38, 84]",876.24176132,877.48979513,878.94790007
983,"[50, 68]",1001.25652494,1001.91202807,1004.49188671
984,"[80, 136]",1634.47092242,1636.01791918,1638.14682582
985,"[68, 130]",1466.67187923,1468.63186899,1470.90603789
986,"[90, 172]",1838.80131278,1840.37956093,1842.84613655
987,"[22, 30]",449.95897551,450.89361494,452.9804646
988,"[102, 134]",1714.86536992,1716.57115161,1719.31762196
989,"[18, 30]",392.49283516,393.0616872,396.03410136
990,"[68, 150]",1477.29943338,1478.59553475,1481.04139621
991,"[86, 144]",1717.09996165,1718.4114115,1720.89191455
992,"[50, 106]",1126.4816326,1127.21226324,1129.83144548
993,"[56, 108]",1239.19950383,1239.89159425,1242.87678425
994,"[104, 186]",2013.97271591,2015.93148575,2017.83545332
995,"[92, 194]",1885.79932781,1887.56754861,1889.59057088
996,"[52, 96]",1152.51433859,1153.59166218,1156.40801701
997,"[56, 122]",1251.06857405,1252.74869849,1255.31915537
998,"[62, 100]",1299.91500284,1301.36161377,1304.174798
999,"[70, 86]",1250.52868836,1252.21873025,1254.56171148
1000,"[50, 96]",1119.34837976,1120.04557826,1122.65431685
1001,"[44, 86]",1001.4849831,1002.99826278,1004.96916566
1002,"[16, 10]",171.00457191,170.68904812,173.97767596
1003,"[52, 100]",1159.23491851,1160.94157421,1163.58666169
1004,"[98, 172]",1919.27568315,1921.22333103,1923.58600681
1005,"[66, 154]",1434.39356723,1435.94740443,1438.54235915
1006,"[40, 36]",605.95601023,606.8365795,609.55340718
1007,"[84, 162]",1742.74088492,1744.56990914,1747.08831845
1008,"[50, 52]",851.42354113,851.69240378,854.17786104
1009,"[74, 136]",1560.682916,1562.37971713,1564.54483477
1010,"[42, 42]",696.53220185,697.76144691,700.17331044
1011,"[72, 108]",1432.25029093,1433.38806684,1436.67811148
1012,"[78, 150]",1641.57172592,1643.39227993,1645.84358154
1013,"[78, 110]",1479.16676357,1480.51988919,1483.65971601
1014,"[42, 56]",841.55041713,843.34748457,845.68652993
1015,"[88, 194]",1825.90667894,1827.33043437,1829.37138706
1016,"[88, 144]",1734.23568048,1735.31281888,1737.74642251
1017,"[82, 166]",1722.10009754,1722.77094186,1725.34957833
1018,"[64, 90]",1257.15441594,1258.79335719,1261.44549675
1019,"[42, 38]",636.70179998,638.26958623,640.51462429
1020,"[38, 82]",878.62212584,879.54407964,881.98617855
1021,"[88, 146]",1742.41430525,1743.53119637,1746.01199155
1022,"[106, 152]",1865.03199298,1866.10062988,1868.7068841
1023,"[96, 146]",1795.10581018,1795.92204228,1798.52630041
1024,"[80, 172]",1696.31037039,1696.91593525,1699.65299885
1025,"[96, 184]",1936.38563932,1937.60366078,1939.59857235
1026,"[52, 90]",1141.01578912,1141.62918161,1144.04140312
1027,"[98, 192]",1964.75068017,1966.54628789,1971.26244455
1028,"[34, 32]",545.373907,545.88301808,549.17004392
1029,"[40, 74]",902.27625921,902.70866303,905.22079191
1030,"[52, 86]",1131.15256612,1131.62883961,1133.65490597
1031,"[92, 148]",1781.46103564,1782.89603659,1785.31590502
1032,"[74, 118]",1502.132761,1503.67461932,1506.37691946
1033,"[104, 184]",2010.7558409,2012.31378955,2014.3357705
1034,"[72, 152]",1550.70313555,1551.89647833,1554.62858296
1035,"[78, 148]",1638.04837313,1639.75193267,1642.18894002
1036,"[60, 88]",1215.40059674,1217.31148419,1219.79317225
1037,"[28, 56]",646.58584875,647.42012837,649.3168605
1038,"[76, 98]",1375.11072394,1376.28939956,1379.15363704
1039,"[84, 144]",1697.9316691,1699.29557048,1701.76046027
1040,"[24, 46]",546.85396312,547.82209144,550.06123894
1041,"[96, 158]",1853.10078595,1854.84683434,1857.2729414
1042,"[42, 66]",902.48401649,903.49513053,905.97100716
1043,"[34, 66]",773.61093563,774.48946443,777.32315715
1044,"[104, 156]",1887.16883887,1887.74932803,1890.28642467
1045,"[82, 120]",1579.53271745,1580.0263537,1582.34550334
1046,"[50, 82]",1100.01370984,1100.01370984,1102.01418673
1047,"[100, 144]",1795.18678956,1796.57797661,1799.11110796
1048,"[80, 104]",1437.00129144,1438.44473953,1441.38683821
1049,"[76, 118]",1520.56819217,1521.75651372,1524.48330679
1050,"[70, 88]",1268.70086375,1270.66915789,1273.04431471
1051,"[76, 184]",1617.08746813,1618.37116051,1620.50685718
1052,"[94, 146]",1785.31288286,1785.79340725,1788.12788081
1053,"[72, 82]",1216.84904109,1218.29041833,1220.4644586
1054,"[30, 42]",622.02933191,622.89947361,625.45170198
1055,"[52, 102]",1162.0523662,1163.55198219,1166.23956542
1056,"[78, 154]",1647.39699964,1649.06926488,1651.6358675
1057,"[68, 122]",1449.81150105,1451.43588917,1454.03736906
1058,"[82, 152]",1697.77142433,1699.45597974,1701.90924983
1059,"[36, 34]",575.36183542,576.34278938,579.47688911
1060,"[28, 38]",573.96232358,574.66616652,577.39327306
1061,"[84, 172]",1760.07319526,1760.70237174,1763.13223087
1062,"[98, 128]",1665.56257357,1667.53140651,1670.19758638
1063,"[70, 144]",1511.10576822,1512.85315233,1515.2496542
1064,"[76, 116]",1508.89557096,1509.72684492,1512.62001694
1065,"[90, 170]",1834.0030417,1835.47280226,1837.99994335
1066,"[52, 84]",1125.30038774,1126.00951231,1127.69163523
1067,"[104, 172]",1964.21266707,1965.70849284,1968.14138176
1068,"[56, 82]",1153.13923454,1154.45481503,1156.84606398
1069,"[50, 86]",1107.85669432,1108.15348279,1110.23461442
1070,"[42, 82]",962.44467138,963.27037524,965.49740702
1071,"[64, 74]",1113.7886654,1115.52720834,1118.62692906
1072,"[104, 150]",1848.0193012,1848.54435187,1851.0443061
1073,"[44, 64]",913.99281591,915.43538739,918.18309936
1074,"[54, 104]",1199.8397341,1201.39889397,1204.05912469
1075,"[64, 108]",1353.5535606,1355.07777152,1358.08591759
1076,"[56, 102]",1228.45075117,1229.57194614,1232.41173923
1077,"[44, 82]",999.90323573,1000.76326095,1002.52573014
1078,"[102, 194]",2010.35208512,2012.02358279,2016.22275968
1079,"[110, 168]",1975.15933297,1976.15844287,1979.33908942
1080,"[50, 102]",1125.43789417,1126.34547497,1128.87981935
1081,"[34, 48]",710.16230391,711.02799199,713.04388926
1082,"[24, 40]",527.43440029,529.22786534,531.02832206
1083,"[54, 114]",1207.68597724,1209.47656193,1212.16578723
1084,"[98, 142]",1776.53365578,1777.27846379,1779.64917152
1085,"[14, 18]",268.48480185,269.07597893,272.35990462
1086,"[68, 138]",1471.83895326,1473.56923198,1476.01550366
1087,"[76, 148]",1610.41192183,1611.82620579,1614.15620136
1088,"[106, 146]",1817.75770119,1818.635511,1821.24092119
1089,"[68, 132]",1467.72797106,1469.75020653,1472.04392851
1090,"[14, 22]",289.62970388,289.84586867,293.6533664
1091,"[62, 110]",1333.6760152,1335.26807338,1338.35082569
1092,"[90, 152]",1781.856561,1783.36742899,1785.88280179
1093,"[34, 42]",658.42729259,659.20517436,662.14486329
1094,"[38, 80]",875.35646571,876.61944198,878.52901849
1095,"[18, 18]",304.1464355,304.42496248,307.25320305
1096,"[58, 126]",1296.05776468,1297.36139931,1299.51686374
1097,"[50, 92]",1115.95131321,1116.80643306,1119.25536737
1098,"[108, 150]",1851.09039622,1851.92582743,1854.52655861
1099,"[68, 74]",1116.75899007,1117.56919664,1120.74450483
1100,"[86, 114]",1536.65827959,1537.79501574,1540.17654152
1101,"[90, 180]",1856.22668273,1857.7445199,1859.93804203
1102,"[32, 48]",686.24789919,687.4955349,690.09605015
1103,"[74, 96]",1351.69765391,1353.09464822,1355.87294337
1104,"[68, 120]",1444.19335251,1445.54186572,1448.00827968
1105,"[106, 182]",2018.25528221,2019.82680773,2022.10502754
1106,"[70, 166]",1505.18383967,1506.41759594,1509.20029251
1107,"[24, 34]",498.31578645,499.89319441,501.96242486
1108,"[90, 160]",1808.58291958,1810.03844617,1812.60961523
1109,"[42, 58]",855.05976681,856.70377682,859.19368046
1110,"[46, 66]",948.07404892,948.7727802,951.68787659
1111,"[38, 52]",779.47794999,780.60826644,783.26117125
1112,"[26, 36]",535.78180335,536.82109377,539.34858755
1113,"[90, 144]",1749.17850543,1750.33841521,1752.61925163
1114,"[66, 92]",1284.43763188,1285.6628111,1288.31444366
1115,"[80, 176]",1699.01912219,1699.7177823,1702.23732349
1116,"[42, 60]",868.1405159,869.46714301,872.01168428
1117,"[80, 138]",1639.19444639,1640.53056234,1642.97433679
1118,"[18, 36]",404.55482892,405.6815651,408.23902065
1119,"[60, 82]",1180.46672263,1181.86727001,1184.37740577
1120,"[68, 90]",1278.35640466,1279.89086096,1282.43033963
1121,"[44, 102]",993.87809793,995.74246572,998.45494917
1122,"[68, 108]",1398.91952847,1399.75728279,1402.83328464
1123,"[100, 132]",1699.40647169,1701.0677806,1704.20761627
1124,"[96, 160]",1861.06486159,1862.67914219,1865.24027958
1125,"[94, 176]",1893.50617415,1895.31444894,1897.62804202
1126,"[104, 170]",1955.27731802,1956.84765255,1959.82818242
1127,"[22, 48]",503.99898891,505.13440002,507.48976572
1128,"[86, 178]",1798.31160916,1799.85314663,1801.68056043
1129,"[46, 70]",973.13471744,973.89250479,976.34948611
1130,"[62, 76]",1129.76100663,1131.34792601,1134.29791363
1131,"[44, 90]",1001.56162086,1003.38224141,1005.34449325
1132,"[90, 138]",1718.79411093,1719.66879346,1721.84036596
1133,"[82, 182]",1742.00307752,1742.51815755,1744.30370475
1134,"[104, 174]",1972.51380249,1974.14620428,1976.59482125
1135,"[54, 96]",1182.76052183,1184.14162788,1186.95701616
1136,"[94, 126]",1653.31569343,1654.73569722,1656.97505846
1137,"[48, 44]",730.80843928,731.67066493,733.7050577
1138,"[76, 124]",1554.72895483,1555.7338519,1558.2107757
1139,"[86, 118]",1572.51719847,1573.68432645,1575.90994329
1140,"[74, 182]",1572.84467757,1574.87828346,1576.98003419
1141,"[44, 100]",995.81423292,997.74994354,1000.47209662
1142,"[30, 30]",512.0297785,512.0297785,515.00746949
1143,"[38, 40]",660.03436042,661.86181771,663.89265368
1144,"[48, 46]",763.35785381,764.03721655,765.89824483
1145,"[70, 162]",1510.24755669,1511.24256414,1513.9259945
1146,"[38, 64]",838.01334405,838.68800069,841.45335391
1147,"[36, 44]",691.81693794,693.28530341,696.14122895
1148,"[96, 190]",1937.81428106,1939.69334963,1942.00077743
1149,"[82, 108]",1477.49471152,1477.93817242,1480.9837653
1150,"[88, 162]",1792.30916422,1793.93551808,1796.53059141
1151,"[34, 30]",515.42357569,515.97454614,519.02403324
1152,"[84, 166]",1749.955245,1750.89963794,1753.45695834
1153,"[42, 54]",827.62387747,829.04119078,831.51968096
1154,"[68, 116]",1430.06787869,1431.10012721,1434.23237796
1155,"[80, 124]",1593.32183726,1594.46829347,1596.34282661
1156,"[46, 94]",1042.1003556,1043.14219603,1045.21428558
1157,"[72, 86]",1254.83642099,1256.51356625,1258.67164307
1158,"[38, 48]",747.54047301,748.83104002,751.15701289
1159,"[40, 78]",913.10713717,913.639633,915.97039936
1160,"[74, 184]",1572.03409954,1573.43196093,1575.68324031
1161,"[70, 146]",1512.63374319,1514.43598222,1516.88539406
1162,"[50, 78]",1073.97838063,1074.2580748,1076.33765744
1163,"[98, 168]",1904.97488354,1906.6738315,1909.58776637
1164,"[44, 92]",1000.77804488,1002.42425813,1004.69659591
1165,"[42, 70]",920.57718232,921.33911216,923.91474124
1166,"[70, 170]",1498.97289767,1500.43327722,1503.19670388
1167,"[92, 160]",1827.64132206,1829.26505819,1831.83306284
1168,"[70, 118]",1461.19425924,1462.38274512,1464.90983399
1169,"[46, 76]",1006.3867909,1007.65361651,1009.35454654
1170,"[92, 142]",1751.7627146,1752.69083501,1754.9993556
1171,"[22, 36]",479.45876703,480.77427191,482.86295502
1172,"[110, 166]",1964.18458446,1965.13899953,1968.1519026
1173,"[26, 40]",558.93286749,560.93363922,562.33451723
1174,"[70, 112]",1438.67312592,1438.67323575,1442.02410649
1175,"[78, 166]",1657.52526296,1658.8453806,1661.61028058
1176,"[94, 184]",1913.98496592,1915.06022012,1917.11193997
1177,"[84, 108]",1479.81724987,1480.69408843,1483.73674687
1178,"[14, 34]",308.39872702,308.52985073,311.68745362
1179,"[110, 164]",1952.95645953,1953.71241867,1956.76328988
1180,"[28, 58]",646.99169863,647.86424172,649.79264697
1181,"[58, 60]",945.31299348,946.27337428,949.05989784
1182,"[86, 134]",1676.66972527,1677.67151998,1680.03153695
1183,"[64, 140]",1400.68956388,1402.43324607,1404.80727179
1184,"[108, 172]",1986.65435224,1988.18966655,1991.07961679
1185,"[48, 78]",1046.19834068,1047.21932207,1048.99896513
1186,"[32, 74]",732.12684759,733.67018637,736.66035153
1187,"[104, 144]",1801.04025194,1801.73063338,1804.2869362
1188,"[70, 98]",1352.51215125,1353.17488234,1356.32536585
1189,"[74, 134]",1557.01131624,1558.76655017,1560.9259096
1190,"[28, 34]",542.11487121,543.04998056,546.03538452
1191,"[82, 124]",1610.81891559,1611.36559951,1613.40251032
1192,"[108, 190]",2053.91589866,2055.50330982,2057.80130682
1193,"[56, 88]",1182.7886061,1182.78861139,1185.57527567
1194,"[106, 170]",1967.12660055,1968.5865003,1971.47595592
1195,"[84, 114]",1533.8173356,1534.4409725,1537.07858777
1196,"[64, 72]",1092.39839046,1094.00958623,1097.07747699
1197,"[34, 50]",723.35735581,724.55466459,727.19223694
1198,"[38, 32]",542.37057661,543.96602811,546.95794025
1199,"[22, 24]",396.72990542,397.71607364,399.83144091
1200,"[60, 122]",1325.88630899,1327.61237365,1330.36273855
1201,"[90, 168]",1829.22101996,1830.66071019,1833.11071014
1202,"[90, 124]",1631.66116196,1633.34712806,1635.61906546
1203,"[58, 68]",1038.07642942,1039.67700915,1042.57584313
1204,"[34, 72]",778.8629621,779.65775331,782.7481149
1205,"[98, 162]",1883.97821102,1885.1408265,1887.73612841
1206,"[48, 90]",1078.45549191,1080.21944686,1082.12289354
1207,"[90, 122]",1613.2228471,1614.92755461,1617.64186785
1208,"[46, 90]",1041.35760826,1042.84475407,1044.7812049
1209,"[78, 156]",1649.96567326,1651.69999799,1654.22547632
1210,"[96, 152]",1826.59669187,1827.89192476,1830.37141277
1211,"[38, 34]",575.09957508,576.76786226,579.59773334
1212,"[78, 168]",1658.41498099,1659.66426859,1662.39754638
1213,"[38, 78]",871.8090231,873.03479672,875.54051503
1214,"[54, 108]",1203.96581592,1205.2880377,1208.02221893
1215,"[66, 118]",1410.7630848,1412.27624435,1415.09862377
1216,"[26, 20]",353.01724001,353.48376372,355.75874777
1217,"[40, 68]",882.41162628,883.9022536,886.80400965
1218,"[36, 40]",650.08982475,652.27601894,654.60420014
1219,"[34, 44]",676.39713777,677.47869075,679.91512933
1220,"[76, 108]",1455.94588369,1456.86895203,1460.19465889
1221,"[34, 56]",750.38630278,751.09137124,753.60783994
1222,"[50, 64]",968.01627651,968.68390088,971.73583813
1223,"[62, 94]",1268.87008566,1270.28293807,1273.15957569
1224,"[36, 70]",817.24628753,818.60450751,821.39381996
1225,"[102, 188]",1999.35694867,2001.32642755,2003.56087401
1226,"[72, 164]",1548.54773403,1549.28504299,1552.01524082
1227,"[100, 166]",1912.91896457,1914.53734796,1917.34942998
1228,"[102, 190]",2004.78909739,2006.5938867,2011.64882403
1229,"[60, 132]",1327.68089271,1329.58682279,1331.69792402
1230,"[78, 170]",1658.97773371,1660.25009838,1662.96591141
1231,"[88, 156]",1775.96990931,1777.56944907,1780.05359044
1232,"[76, 180]",1618.23553116,1619.90714593,1622.21332872
1233,"[78, 94]",1339.47210807,1340.86429794,1343.53512241
1234,"[64, 124]",1397.59926343,1399.60588261,1401.8613419
1235,"[10, 10]",156.7515792,157.51693817,159.03192404
1236,"[86, 120]",1589.89821177,1591.21534931,1593.45747438
1237,"[62, 92]",1256.88644657,1258.40665319,1261.25287023
1238,"[58, 102]",1257.61717845,1258.78727006,1261.57133657
1239,"[72, 176]",1534.32459482,1536.18559156,1538.66585889
1240,"[18, 20]",327.02109096,327.70595601,329.69407903
1241,"[62, 126]",1370.39814879,1371.51685092,1373.65496667
1242,"[20, 42]",456.88690792,457.36760815,458.47440329
1243,"[102, 178]",1974.08049765,1975.3987842,1977.70091474
1244,"[98, 170]",1911.86445495,1913.61948722,1916.56435239
1245,"[100, 184]",1976.51441274,1978.01486565,1979.93705587
1246,"[86, 154]",1749.08957948,1750.6258482,1753.09922396
1247,"[56, 80]",1136.78068377,1138.46448936,1140.5981633
1248,"[72, 102]",1392.92703292,1394.00147662,1396.82927452
1249,"[104, 162]",1921.39254093,1921.65080858,1924.08299002
1250,"[46, 58]",889.98596732,891.00366965,892.94803197
1251,"[76, 164]",1622.84810735,1623.7938726,1626.86275589
1252,"[64, 112]",1367.00002329,1368.53964023,1371.74088717
1253,"[76, 134]",1582.51079858,1584.26444595,1586.45784938
1254,"[94, 194]",1913.21141205,1915.08612286,1917.19811564
1255,"[12, 8]",136.52084595,136.75434158,138.23558007
1256,"[92, 162]",1834.08906563,1835.91729196,1838.39967362
1257,"[34, 70]",777.469105,778.25877215,781.2396652
1258,"[78, 92]",1319.75112535,1321.293161,1323.83584661
1259,"[80, 108]",1472.15454418,1472.79249915,1475.73728753
1260,"[54, 112]",1206.76052248,1208.28941762,1211.02720829
1261,"[46, 92]",1041.87460245,1043.15661082,1045.08945212
1262,"[60, 120]",1322.66215979,1324.1822221,1326.88716915
1263,"[46, 84]",1037.21153332,1038.24302723,1040.06179215
1264,"[92, 124]",1633.49434628,1635.28282689,1637.59787875
1265,"[94, 186]",1913.92516199,1915.45818127,1917.08221683
1266,"[54, 62]",962.85933676,964.22667304,967.27682899
1267,"[48, 58]",903.14765009,903.9859973,906.48376349
1268,"[46, 78]",1016.39802731,1017.84634176,1019.44969969
1269,"[80, 122]",1579.62300996,1580.32872479,1582.96232386
1270,"[86, 174]",1791.64324389,1792.83740826,1794.87023783
1271,"[96, 136]",1728.75981528,1730.13300516,1732.68114213
1272,"[108, 168]",1967.89536727,1968.45916722,1971.43281851
1273,"[48, 74]",1022.11584272,1022.84782192,1024.99677077
1274,"[70, 96]",1336.57217342,1337.4802621,1340.54690173
1275,"[66, 116]",1404.20910545,1405.74890779,1408.97844249
1276,"[70, 156]",1514.81839125,1515.83718462,1518.37033038
1277,"[14, 14]",233.15506359,233.15506352,237.7033134
1278,"[30, 70]",685.77558199,686.66227161,689.76203022
1279,"[106, 196]",2051.57869095,2053.33515774,2056.73749939
1280,"[40, 82]",922.63294981,923.23234969,925.72835947
1281,"[52, 70]",1028.92295181,1029.73369891,1032.52111683
1282,"[94, 128]",1665.67261444,1667.53205221,1670.05355371
1283,"[60, 112]",1309.8810162,1311.6195029,1314.74563066
1284,"[58, 76]",1114.74950864,1116.25378643,1119.02809467
1285,"[96, 198]",1942.67469519,1944.42026241,1947.57499
1286,"[56, 98]",1217.42537996,1218.62675318,1221.51371858
1287,"[72, 112]",1455.2216814,1455.86525044,1459.11505305
