,zn,E_HFB,E_PNP,E_PNPAMP
1288,"[86, 106]",1460.77908036,1462.81298291,1465.44916124
1289,"[22, 20]",349.02419298,349.43561059,350.94870727
1290,"[76, 126]",1565.40147403,1566.65661297,1568.45358403
1291,"[54, 86]",1152.54231029,1153.61261115,1157.24639521
1292,"[60, 72]",1084.85877331,1085.67553705,1088.62588208
1293,"[52, 108]",1166.2613925,1167.69500086,1170.45051636
1294,"[92, 152]",1798.34666196,1799.80709858,1802.26286818
1295,"[10, 14]",189.26900267,189.96016403,193.18027416
1296,"[48, 62]",937.11261363,937.82426855,940.38382455
1297,"[32, 64]",730.20928616,731.76599279,734.67965415
1298,"[96, 168]",1888.44147523,1890.10583191,1892.9056858
1299,"[90, 132]",1684.10038648,1685.71685527,1687.85674076
1300,"[34, 62]",766.6076682,767.3063931,770.23703603
1301,"[74, 178]",1576.45460795,1578.41994248,1580.80974064
1302,"[70, 124]",1483.7407523,1485.17231539,1487.59933202
1303,"[68, 82]",1211.82660808,1213.29030004,1215.50605392
1304,"[26, 30]",490.18296224,490.67790147,493.30766098
1305,"[50, 100]",1124.03164719,1124.94366433,1127.53757456
1306,"[88, 176]",1822.17740176,1823.74759412,1825.98873353
1307,"[96, 138]",1743.22527157,1744.56965334,1746.9494689
1308,"[74, 142]",1571.30271453,1572.79449758,1575.26405146
1309,"[76, 172]",1621.54157508,1622.76783738,1625.244894
1310,"[110, 196]",2085.31143251,2087.00049471,2089.09107399
1311,"[100, 176]",1950.30204857,1952.06995342,1954.43714624
1312,"[76, 166]",1623.04625687,1623.71821678,1626.54976682
1313,"[68, 96]",1325.8883018,1326.985074,1329.85578937
1314,"[62, 88]",1229.7309508,1231.71506738,1234.22620552
1315,"[24, 44]",541.69844403,542.5341403,544.92755014
1316,"[76, 146]",1607.19365361,1608.7359684,1610.86526545
1317,"[74, 170]",1583.07394427,1584.7135349,1587.39392394
1318,"[64, 110]",1360.44689755,1362.0327517,1365.12543991
1319,"[60, 138]",1320.86851326,1322.74158908,1325.06431019
1320,"[62, 82]",1191.50894147,1192.8636912,1195.30415829
1321,"[74, 140]",1567.84268731,1569.20328569,1571.65598272
1322,"[44, 70]",947.82929192,949.0700107,951.67134435
1323,"[38, 62]",830.33405172,831.23227232,833.91030702
1324,"[86, 170]",1784.17856747,1785.49441663,1787.68488463
1325,"[70, 150]",1514.39180676,1515.93016024,1518.52895687
1326,"[94, 152]",1813.22650385,1814.66206525,1817.15467415
1327,"[84, 128]",1641.06659632,1642.11532645,1643.38196644
1328,"[80, 144]",1654.05318196,1655.72426413,1658.09723659
1329,"[108, 156]",1896.4479264,1897.02194236,1899.87884294
1330,"[40, 52]",798.25462561,799.05103868,801.08887311
1331,"[54, 78]",1106.48543623,1107.9618512,1110.3174556
1332,"[100, 152]",1847.65555935,1848.78844118,1851.43002809
1333,"[110, 176]",2015.94126668,2017.63941226,2020.2073348
1334,"[108, 158]",1910.56633382,1911.1219323,1913.90577048
1335,"[54, 56]",895.73412171,896.91697692,900.66682711
1336,"[80, 160]",1684.08782456,1685.82315948,1688.40109525
1337,"[26, 52]",599.13976571,600.22373803,602.58224145
1338,"[54, 72]",1057.95374441,1059.30245566,1062.13455808
1339,"[64, 122]",1392.04214381,1393.78701062,1396.45859914
1340,"[66, 90]",1268.90707593,1270.35055655,1272.9082884
1341,"[78, 104]",1432.06426884,1433.67147904,1436.59749503
1342,"[98, 166]",1898.0556872,1899.72717027,1902.59660065
1343,"[92, 154]",1806.04035578,1807.50432687,1810.05373518
1344,"[76, 158]",1620.70345575,1622.66135742,1625.2185491
1345,"[106, 180]",2010.30357994,2012.05444229,2014.44556233
1346,"[70, 184]",1477.50603848,1478.97265655,1481.48311733
1347,"[82, 150]",1693.19241836,1695.10253705,1697.49841416
1348,"[40, 38]",637.65881259,638.41129359,640.9803085
1349,"[30, 34]",555.14179829,556.30212715,559.01769045
1350,"[86, 126]",1639.96873499,1640.96183743,1642.59297422
1351,"[92, 186]",1889.13207581,1890.7914464,1892.16885854
1352,"[32, 68]",732.21421649,733.83863747,736.70995354
1353,"[64, 146]",1399.19404511,1400.9121221,1403.40599969
1354,"[76, 136]",1586.70019848,1588.38882098,1590.58070266
1355,"[64, 84]",1213.43269327,1215.47841584,1218.11528258
1356,"[42, 64]",891.85017575,892.89178297,895.4250879
1357,"[26, 48]",592.3414346,593.16592581,595.14685675
1358,"[102, 140]",1767.00025831,1768.04583168,1771.18693508
1359,"[94, 132]",1695.64230822,1697.19059015,1699.7700459
1360,"[22, 38]",486.81509534,488.00190643,489.85388827
1361,"[80, 152]",1672.06120843,1673.74601714,1676.31138549
1362,"[40, 70]",889.52759414,890.61237275,893.28757039
1363,"[88, 154]",1769.94784904,1771.46772572,1773.92763195
1364,"[88, 140]",1717.38294742,1718.00356146,1720.466081
1365,"[58, 70]",1058.25973258,1059.63186165,1062.5731907
1366,"[98, 186]",1958.53911729,1960.29106233,1961.92558683
1367,"[28, 44]",610.82298814,610.9527231,614.19491305
1368,"[98, 164]",1891.10444695,1892.75530617,1895.53410243
1369,"[12, 14]",212.99280104,213.38408873,217.70918692
1370,"[42, 88]",961.27294123,962.60534938,964.55344067
1371,"[66, 86]",1236.82816546,1238.77170712,1241.26136921
1372,"[74, 104]",1416.74327924,1418.40471078,1421.2891088
1373,"[74, 158]",1587.42850736,1589.26030488,1591.74935086
1374,"[84, 104]",1441.03662387,1442.74650264,1445.5682509
1375,"[66, 124]",1428.11663313,1429.95618138,1432.18601631
1376,"[50, 72]",1031.86975831,1032.32263921,1034.70795515
1377,"[72, 94]",1327.71251971,1329.12597706,1331.93185232
1378,"[48, 116]",1077.06988221,1077.87361779,1080.42736827
1379,"[88, 126]",1645.33773623,1646.51043882,1648.51180049
1380,"[88, 138]",1708.89795424,1709.65889939,1712.07830056
1381,"[76, 120]",1531.98853677,1533.3280833,1536.16302593
1382,"[84, 180]",1771.25939879,1772.55400135,1774.45550304
1383,"[50, 118]",1124.33544899,1124.80284472,1127.57293761
1384,"[50, 62]",950.34661667,950.97751073,954.1793762
1385,"[42, 48]",773.26653865,774.35751269,776.59480211
1386,"[32, 58]",722.15256218,723.70775213,726.52324579
1387,"[58, 72]",1077.50123186,1079.23190751,1082.12646174
1388,"[46, 74]",995.78416094,996.86063405,998.62794124
1389,"[74, 92]",1315.78791821,1316.57337498,1319.10776492
1390,"[106, 184]",2025.91753093,2027.50553377,2029.53259165
1391,"[62, 74]",1109.62249941,1111.40235147,1114.4099456
1392,"[38, 46]",727.10330963,728.28549977,730.91387863
1393,"[64, 118]",1382.05416804,1383.74642331,1386.54239668
1394,"[100, 138]",1748.63291098,1750.02487125,1752.52832603
1395,"[32, 78]",729.52113605,731.18619772,733.95747927
1396,"[88, 166]",1801.67668188,1802.87745794,1805.47046445
1397,"[88, 192]",1827.64463615,1829.37680481,1831.51649903
1398,"[30, 28]",484.97308571,485.40225814,489.03518824
1399,"[86, 194]",1793.27650602,1795.0279305,1796.97809272
1400,"[88, 180]",1829.46363788,1830.99215177,1833.02468127
1401,"[40, 86]",920.20934627,920.84690413,922.92114303
1402,"[62, 98]",1290.33987092,1291.67678446,1294.56783305
1403,"[28, 60]",646.30419434,647.10226435,649.34704843
1404,"[40, 34]",573.18051224,574.89521635,577.52083263
1405,"[106, 198]",2056.27554357,2057.84598485,2060.08719752
1406,"[56, 70]",1051.34185364,1052.09179637,1055.27429784
1407,"[52, 74]",1060.82433507,1061.59165634,1064.13829661
1408,"[96, 188]",1937.49191225,1939.2037409,1941.22881572
1409,"[40, 62]",856.45147039,857.69270921,860.68544743
1410,"[78, 172]",1659.63094619,1660.8968489,1663.47821649
1411,"[46, 42]",698.74687599,700.04896068,701.80308536
1412,"[14, 16]",252.41185084,252.70307765,256.66181735
1413,"[92, 184]",1889.8713651,1891.01520971,1893.1864701
1414,"[26, 28]",469.50979364,469.97220505,473.27411222
1415,"[24, 50]",552.80193981,553.40972311,555.94126071
1416,"[86, 160]",1764.05853127,1765.8193823,1768.29181717
1417,"[72, 90]",1292.45306202,1294.06548349,1296.53601816
1418,"[34, 76]",780.18089704,781.10313364,784.02305834
1419,"[66, 128]",1435.59442443,1437.26138829,1439.11391111
1420,"[86, 108]",1480.36010745,1481.81691178,1484.52855704
1421,"[92, 172]",1861.33269267,1862.93318657,1865.54901623
1422,"[22, 32]",461.72960549,463.11983473,465.04772773
1423,"[90, 166]",1824.45089572,1825.88463222,1828.30151201
1424,"[84, 178]",1768.76399155,1770.03313708,1772.01438288
1425,"[58, 94]",1228.97088587,1230.06548984,1232.80556858
1426,"[76, 186]",1612.30592188,1614.01850493,1615.55522121
1427,"[102, 144]",1799.36150315,1800.18218647,1802.95485033
1428,"[102, 154]",1867.785794,1868.57208903,1871.68925389
1429,"[40, 50]",784.19915777,784.87849259,787.16961278
1430,"[90, 158]",1802.33747437,1804.09075316,1806.55868368
1431,"[64, 92]",1271.48568893,1273.10153048,1275.95990346
1432,"[94, 124]",1633.90652534,1635.6630961,1638.06033837
1433,"[14, 32]",309.84466925,310.29319174,313.4954202
1434,"[98, 174]",1926.1308399,1927.85831826,1930.22684446
1435,"[72, 116]",1473.13014824,1474.47256689,1477.72216865
1436,"[88, 186]",1833.95768691,1835.4019841,1836.74746125
1437,"[96, 130]",1682.8116191,1684.5798689,1688.66198469
1438,"[76, 176]",1620.29946399,1621.89114028,1624.23183668
1439,"[42, 92]",958.51796874,960.11896367,961.90395708
1440,"[88, 136]",1699.54015773,1700.17321474,1702.67595453
1441,"[84, 146]",1704.28846176,1706.04778117,1708.42027571
1442,"[90, 184]",1863.6346094,1864.65343341,1866.90433796
1443,"[82, 98]",1382.65596563,1383.34261437,1386.23151193
1444,"[44, 98]",997.29480842,999.04672729,1001.68225634
1445,"[90, 118]",1576.66813557,1578.54374681,1580.93025665
1446,"[70, 136]",1502.49115375,1504.18213325,1506.44694554
1447,"[36, 64]",804.81548045,806.06853445,808.89137861
1448,"[66, 112]",1392.91132465,1394.04003523,1397.27619231
1449,"[52, 118]",1167.19047832,1168.38860408,1170.82293149
1450,"[42, 90]",960.17352408,961.80795074,963.56954381
1451,"[102, 142]",1783.48647602,1784.51760989,1787.30023076
1452,"[100, 146]",1809.44855945,1810.55374483,1813.17508555
1453,"[44, 46]",756.05834969,757.49956001,759.35061205
1454,"[30, 48]",659.8720785,660.80749459,663.17496093
1455,"[102, 174]",1958.56359058,1960.19679711,1962.67555293
1456,"[100, 162]",1897.76831073,1898.80305738,1901.53126027
1457,"[36, 78]",826.88788662,828.54380626,831.14675271
1458,"[88, 110]",1499.70471891,1500.96876643,1503.7282583
1459,"[76, 142]",1598.96885105,1600.5674284,1602.86009063
1460,"[86, 172]",1787.92521259,1789.09867881,1791.3148794
1461,"[70, 132]",1498.10247993,1500.11214658,1502.19558687
1462,"[70, 122]",1475.74299666,1477.38242933,1480.04626618
1463,"[52, 82]",1119.30799273,1120.09296636,1121.7916478
1464,"[82, 172]",1730.33001947,1730.84952874,1733.44498167
1465,"[52, 76]",1075.9129976,1076.93743196,1079.16469063
1466,"[68, 88]",1261.53445931,1263.57974044,1266.05643538
1467,"[92, 198]",1885.28576037,1886.87373889,1888.86476045
1468,"[10, 22]",209.87037237,210.70036867,213.21740083
1469,"[14, 10]",171.22694835,171.40566541,175.05060031
1470,"[40, 54]",811.5432549,812.48402825,814.65910665
1471,"[92, 132]",1689.63833037,1691.3751749,1693.59987056
1472,"[58, 110]",1274.50859037,1276.0697417,1279.05450023
1473,"[98, 158]",1866.94066096,1868.57916757,1871.1003338
1474,"[32, 62]",728.16418609,729.69722739,732.62894068
1475,"[30, 46]",649.0028153,649.80569608,652.2166192
1476,"[80, 148]",1663.92084734,1665.6842794,1668.15621521
1477,"[60, 68]",1042.96772845,1044.0195357,1046.66414044
1478,"[52, 62]",957.18625069,957.97343232,960.94785555
1479,"[110, 180]",2034.92826446,2036.60458096,2039.06429144
1480,"[78, 164]",1656.38908036,1657.92217841,1660.68601897
1481,"[60, 64]",996.36988048,997.13704929,1000.039479
1482,"[94, 164]",1858.35175736,1860.00284774,1862.71669966
1483,"[44, 84]",1000.79567155,1001.89595069,1003.65062838
1484,"[22, 46]",502.69328314,503.96216202,506.20051269
1485,"[72, 128]",1520.73603091,1522.49324834,1524.40654993
1486,"[44, 88]",1001.77928965,1003.34614051,1005.44801709
1487,"[92, 192]",1886.21217744,1888.03202262,1890.33700408
1488,"[84, 118]",1568.4118507,1569.17902702,1571.67108181
1489,"[10, 24]",209.83603783,210.43124747,212.52460257
1490,"[32, 40]",624.2558791,626.29012136,628.89644017
1491,"[74, 152]",1584.01606602,1585.53742759,1588.08937851
1492,"[88, 148]",1750.06972306,1751.32870343,1753.81253266
1493,"[54, 60]",941.34072958,942.53495883,945.48636305
1494,"[60, 80]",1161.52002266,1163.40763331,1165.42957074
1495,"[66, 134]",1435.78188225,1437.79653919,1440.03920865
1496,"[46, 86]",1039.02151735,1040.51597794,1042.32151115
1497,"[64, 88]",1242.30170351,1244.35256836,1246.78210479
1498,"[66, 102]",1349.96799561,1350.75383928,1353.61862387
1499,"[52, 68]",1012.03209624,1013.33459895,1016.17966897
1500,"[82, 168]",1724.57382331,1725.24486397,1727.86610247
1501,"[14, 24]",296.79004759,297.88788722,300.77713522
1502,"[58, 122]",1289.54372702,1291.15637474,1293.94583397
1503,"[12, 26]",259.18361774,259.66053603,262.682778
1504,"[70, 154]",1514.94788827,1516.10539665,1518.79215771
1505,"[74, 94]",1334.00859043,1334.9428005,1337.82263838
1506,"[72, 184]",1525.51562616,1526.97215948,1529.34636181
1507,"[82, 180]",1740.18440221,1740.79562444,1742.59097987
1508,"[66, 74]",1116.36351998,1117.74877083,1120.7710935
1509,"[82, 160]",1712.62805671,1714.40106778,1716.9144658
1510,"[64, 106]",1346.42591238,1347.9056131,1350.82019596
1511,"[80, 164]",1688.65060111,1689.66557238,1692.48588389
1512,"[72, 148]",1548.0554517,1549.65844896,1552.25964285
1513,"[68, 94]",1310.69170613,1311.82888892,1314.62272784
1514,"[74, 138]",1564.28177581,1565.85555498,1568.0487122
1515,"[60, 74]",1103.9303518,1105.52591116,1108.50683903
1516,"[82, 170]",1727.38827272,1727.87466364,1730.70521691
1517,"[72, 158]",1552.15511031,1553.16873799,1555.92793335
1518,"[104, 146]",1817.21482456,1817.82317479,1820.43513576
1519,"[88, 114]",1538.24820788,1539.70696219,1542.17301561
1520,"[56, 120]",1249.52028298,1251.06190098,1253.67951932
1521,"[48, 104]",1083.91639563,1085.34943362,1087.91264061
1522,"[48, 106]",1083.17876815,1084.58726797,1087.23330713
1523,"[96, 194]",1939.13530937,1941.04515329,1943.1732905
1524,"[66, 106]",1369.04017407,1370.27913574,1373.07752893
1525,"[68, 110]",1408.2880965,1409.1144753,1412.14277515
1526,"[108, 166]",1958.0307289,1958.54933292,1961.60481298
1527,"[86, 186]",1804.11483135,1805.44861078,1806.6802858
1528,"[96, 164]",1875.46831937,1877.1515468,1879.85780178
1529,"[60, 130]",1329.79135527,1331.69373089,1333.91854371
1530,"[16, 18]",288.11769782,289.2709904,291.96007487
1531,"[90, 188]",1860.92650843,1862.51622418,1864.41312141
1532,"[78, 114]",1509.1078659,1510.38472774,1513.17680134
1533,"[100, 164]",1905.4901377,1907.05067155,1909.83166431
1534,"[94, 156]",1829.82127548,1831.3142247,1833.82194275
1535,"[82, 110]",1495.28035109,1495.6059797,1498.72476283
1536,"[34, 64]",770.4596998,771.21149091,774.11037756
1537,"[110, 174]",2006.2602008,2007.37879234,2010.19304398
1538,"[60, 116]",1317.13509358,1318.45932656,1321.74744357
1539,"[50, 114]",1124.46833797,1125.5263994,1128.23307342
1540,"[104, 168]",1946.93884025,1948.38407223,1951.3336288
1541,"[104, 198]",2036.84842963,2038.12174998,2040.68683506
1542,"[76, 154]",1617.36636448,1618.96467778,1621.49145209
1543,"[90, 178]",1852.06664846,1853.87066554,1855.99689325
1544,"[64, 98]",1309.22560812,1310.65463164,1313.56268402
1545,"[108, 186]",2044.30238128,2046.33219706,2048.27124636
1546,"[24, 22]",381.60224752,382.21321583,384.73905919
1547,"[44, 44]",728.13311787,729.55994364,731.32304353
1548,"[62, 146]",1356.94890504,1358.66932387,1361.0774999
1549,"[106, 188]",2033.42163805,2035.51662438,2037.8499818
1550,"[82, 130]",1639.02300335,1639.41810119,1641.25499196
1551,"[68, 136]",1470.30617447,1472.07073432,1474.41934518
1552,"[66, 94]",1299.16685581,1300.31485812,1302.91801006
1553,"[30, 36]",573.65528784,575.11934678,578.27070836
1554,"[84, 154]",1726.4636387,1728.05301714,1730.53116421
1555,"[70, 142]",1509.21686263,1510.89942258,1513.26612136
1556,"[68, 156]",1474.87255429,1475.87389869,1478.46545606
1557,"[64, 100]",1320.26082256,1321.71202991,1324.52805738
1558,"[12, 10]",167.23401557,167.51548563,169.2898951
1559,"[56, 78]",1120.70557342,1122.28964055,1124.32197471
1560,"[48, 124]",1069.13202189,1070.43382657,1072.5399038
1561,"[22, 42]",496.63965046,497.7557057,500.1963811
1562,"[24, 28]",454.10058831,454.91748976,457.74024593
1563,"[66, 114]",1398.85728873,1400.34175687,1403.50097749
1564,"[34, 46]",694.05915011,695.13951362,697.41249295
1565,"[64, 94]",1284.87281706,1286.39114724,1289.24976252
1566,"[76, 182]",1617.30572993,1619.19511152,1621.18734751
1567,"[68, 106]",1389.12834202,1390.12025648,1393.08958763
1568,"[14, 20]",282.18347819,282.18347884,284.83306865
1569,"[70, 168]",1502.22810002,1503.6765282,1506.45871083
1570,"[60, 104]",1291.12307164,1292.0799105,1294.62283249
1571,"[72, 172]",1539.02740712,1540.72467317,1543.36045033
1572,"[36, 82]",830.48995324,831.36969481,833.85491745
1573,"[106, 186]",2029.74933758,2031.75239317,2033.67999736
1574,"[78, 88]",1278.46295799,1280.03758407,1282.46019846
1575,"[66, 152]",1436.2164097,1437.72405234,1440.27302809
1576,"[12, 22]",253.05758245,253.56405412,256.43720989
1577,"[54, 58]",919.00130123,920.25178905,922.98967501
1578,"[64, 86]",1227.20845269,1229.01265997,1231.57220806
1579,"[62, 70]",1067.56913526,1069.09308245,1072.1627808
1580,"[74, 162]",1587.16909216,1588.56080188,1591.33092597
1581,"[38, 50]",767.23618609,768.32495574,771.13563071
1582,"[98, 198]",1968.61558852,1970.33912652,1973.38133949
1583,"[42, 44]",723.09979496,724.2720715,726.88934879
1584,"[52, 114]",1166.94638791,1168.64217561,1171.3163119
1585,"[94, 162]",1852.07931907,1853.92974629,1856.40441547
1586,"[84, 164]",1746.52822512,1747.67958172,1750.18015772
1587,"[78, 122]",1562.42102171,1563.46877499,1566.25103796
1588,"[60, 62]",971.25376147,971.78183524,974.65054015
1589,"[74, 156]",1586.64447273,1588.14425711,1590.72716279
1590,"[50, 66]",984.98855716,985.67524994,988.47637676
1591,"[90, 136]",1707.49192805,1708.49489713,1710.69400442
1592,"[80, 102]",1418.66969301,1420.27490752,1423.17633577
1593,"[60, 118]",1319.84573071,1321.01800234,1324.11877361
1594,"[62, 96]",1279.98557126,1281.41967358,1284.4818233
1595,"[62, 124]",1364.86297955,1366.6925289,1369.05568181
1596,"[58, 124]",1292.48427579,1294.31636088,1296.57188162
1597,"[78, 100]",1397.08332444,1398.85524279,1401.58561289
1598,"[62, 136]",1362.6284207,1364.65789551,1366.9241006
1599,"[74, 166]",1585.72112619,1587.07204698,1589.9009404
1600,"[32, 54]",712.69680937,713.96903442,716.53200839
1601,"[36, 48]",729.57500127,731.14004532,733.21420859
1602,"[68, 140]",1473.45292313,1475.20275044,1478.59671483
1603,"[64, 114]",1372.26537485,1373.93313621,1377.12194121
1604,"[36, 46]",711.35369658,712.94759092,715.54797704
1605,"[52, 106]",1165.38176102,1166.82935612,1169.61410991
1606,"[30, 68]",686.90519829,687.82356665,690.93279949
1607,"[40, 44]",717.09855218,717.38363745,719.75255131
1608,"[12, 28]",259.4021756,259.63934214,262.29773483
1609,"[70, 78]",1165.32818256,1166.79061297,1169.54746386
1610,"[18, 38]",405.28507409,406.74275245,408.79475586
1611,"[76, 106]",1440.89197674,1442.40065135,1445.46103458
1612,"[78, 140]",1620.01881268,1621.43545453,1623.92327968
1613,"[96, 148]",1806.17509341,1807.42155496,1809.82716074
1614,"[74, 160]",1587.44870397,1588.86785612,1591.63601683
1615,"[58, 108]",1270.57720159,1272.1095288,1274.98742321
1616,"[28, 22]",387.39155663,387.41442345,390.34398236
1617,"[86, 166]",1776.62082135,1777.85714551,1780.39179819
1618,"[60, 110]",1305.05260312,1306.665102,1309.74844277
1619,"[72, 110]",1444.06507554,1445.12552869,1448.42017904
1620,"[26, 50]",597.6408055,598.1942443,600.58590941
1621,"[92, 126]",1652.11963139,1653.57858408,1655.70403832
1622,"[90, 140]",1729.47120754,1730.49299882,1732.61361149
1623,"[80, 120]",1565.68311678,1566.34382463,1569.30378487
1624,"[56, 124]",1253.01495518,1254.70742745,1257.12492247
1625,"[62, 80]",1170.63003511,1172.62119261,1175.01737409
1626,"[66, 146]",1439.40970376,1441.09082136,1443.50060228
1627,"[88, 142]",1725.65771082,1726.58271066,1729.0645872
1628,"[50, 126]",1122.57118477,1122.57118498,1125.09121112
1629,"[92, 128]",1663.5153007,1665.43066914,1667.77411957
1630,"[90, 148]",1766.58865311,1768.01725891,1770.36874183
1631,"[36, 30]",512.38439305,513.89917005,517.02216134
1632,"[74, 100]",1386.14868995,1387.74350521,1390.44495291
1633,"[88, 188]",1832.01199736,1833.54446329,1835.31340841
1634,"[30, 52]",676.22021563,676.70936251,679.17616894
1635,"[48, 122]",1071.02169878,1072.40720324,1074.47211975
1636,"[22, 34]",471.24031051,472.58903264,474.8386161
1637,"[54, 94]",1177.52033086,1178.82522335,1181.69117017
1638,"[68, 142]",1474.97692974,1476.68269979,1479.10177263
1639,"[54, 74]",1074.68245903,1075.97220793,1078.64880441
1640,"[80, 178]",1700.0031188,1701.01028102,1703.11813813
1641,"[90, 174]",1843.37400093,1844.78277939,1847.2849087
1642,"[102, 180]",1980.42861097,1982.16216825,1984.484292
1643,"[90, 194]",1856.77728814,1858.42375786,1860.29069318
1644,"[88, 134]",1689.36685278,1689.80887882,1692.29893848
1645,"[70, 128]",1493.96057182,1495.73659469,1497.64776593
1646,"[104, 166]",1938.508372,1939.84673732,1942.68876861
1647,"[82, 148]",1688.10730316,1689.8726641,1692.28635344
1648,"[28, 28]",482.64198028,482.64198024,485.92535641
1649,"[72, 182]",1526.94832361,1529.06445586,1531.2293776
1650,"[74, 102]",1401.89170946,1403.34589996,1406.21881962
1651,"[80, 156]",1678.88581182,1680.55923934,1683.11600926
1652,"[52, 128]",1163.85110618,1165.03685553,1166.65626753
1653,"[44, 96]",998.4110663,999.92241278,1002.5631339
1654,"[44, 58]",873.31268278,874.92905701,877.43726128
1655,"[50, 94]",1117.45577387,1118.17265368,1121.03414125
1656,"[20, 24]",382.51001209,382.38858578,384.42912347
1657,"[20, 40]",455.99202503,457.30711138,457.83291234
1658,"[78, 98]",1378.36803756,1380.0119062,1382.7794397
1659,"[100, 134]",1716.13554783,1717.80593357,1720.47218853
1660,"[106, 194]",2047.24591946,2049.0878186,2053.82923546
1661,"[104, 182]",2003.44704599,2005.13960474,2007.38629746
1662,"[84, 182]",1773.64374136,1774.81297395,1776.50328211
1663,"[60, 84]",1191.37864689,1193.14541446,1195.65125079
1664,"[94, 138]",1738.36032726,1738.46885226,1741.04551451
1665,"[72, 126]",1517.96118042,1519.41198541,1521.28816051
1666,"[72, 80]",1190.2366337,1191.85163869,1194.50842852
1667,"[44, 48]",782.20313786,783.48496206,785.52516069
1668,"[82, 184]",1743.46345547,1743.46345537,1745.63555785
1669,"[76, 100]",1392.79076567,1394.29649201,1397.05532878
1670,"[30, 62]",687.47311333,688.76952738,691.581922
1671,"[104, 178]",1989.26583151,1990.60854835,1992.93170638
1672,"[74, 164]",1586.58023973,1587.94602219,1590.8040008
1673,"[78, 128]",1592.1438231,1593.49972427,1595.18761668
1674,"[64, 144]",1400.17013277,1401.9765294,1404.43301172
1675,"[30, 56]",683.96309179,684.74312866,687.18565628
1676,"[60, 98]",1269.74736167,1270.36799437,1273.19007205
1677,"[98, 138]",1746.49985308,1748.18441145,1750.48172732
1678,"[90, 162]",1814.235678,1815.88446389,1818.3678577
1679,"[70, 140]",1507.06084232,1508.73490591,1511.04927086
1680,"[24, 54]",552.48307532,553.88255243,555.94388436
1681,"[70, 102]",1381.89226816,1382.50158903,1385.53705587
1682,"[72, 178]",1531.80866704,1533.82076725,1536.24841242
1683,"[40, 84]",921.52925937,922.20012067,924.15057017
1684,"[16, 24]",331.18463043,331.80176389,334.54439043
1685,"[66, 80]",1183.54227464,1185.46007286,1187.91740218
1686,"[62, 144]",1358.87432939,1360.68553747,1363.0991382
1687,"[96, 196]",1941.86972537,1943.56656874,1948.01777885
1688,"[66, 148]",1438.82076644,1440.40094302,1442.87467304
1689,"[72, 150]",1549.55195607,1551.00259435,1553.66133375
1690,"[16, 34]",357.54357615,358.81193103,361.4748374
1691,"[76, 144]",1603.31598506,1604.87954817,1607.08465645
1692,"[100, 168]",1920.26108104,1921.95472086,1924.83164141
1693,"[74, 110]",1457.94710822,1459.07064188,1462.39254943
1694,"[88, 182]",1832.74285093,1834.20175846,1835.74433961
1695,"[104, 194]",2029.35153591,2031.25175321,2035.69063343
1696,"[74, 128]",1546.00448949,1547.68003512,1549.53078384
1697,"[72, 156]",1552.08910471,1552.98949875,1555.79118107
1698,"[106, 158]",1905.43784275,1906.41615868,1909.18738804
1699,"[110, 156]",1897.01978387,1898.14976287,1900.95150691
1700,"[102, 196]",2012.6910256,2014.46625945,2018.14339748
1701,"[100, 194]",1989.02905101,1990.64739321,1994.78318276
1702,"[100, 170]",1927.6276827,1929.38903014,1932.3089115
1703,"[70, 120]",1468.96769922,1470.32040051,1472.83739364
1704,"[52, 98]",1155.83623265,1157.24176039,1159.98326292
1705,"[82, 176]",1735.69396268,1736.29338155,1738.46578536
1706,"[72, 154]",1551.54851135,1552.56115529,1555.34951886
1707,"[36, 32]",544.70174677,546.03139913,549.16967141
1708,"[18, 14]",245.1165469,245.16693493,248.68001054
1709,"[32, 56]",718.40104176,719.7669807,722.04166086
1710,"[60, 106]",1296.68038395,1297.49579208,1300.18024208
1711,"[52, 110]",1166.8208351,1168.30514467,1171.03062273
